TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
11030	chrXI	565907	565930	-	YKR065C	NA
11031	chrXI	566898	566925	-	NA	YKR066C
11032	chrXI	567009	567021	-	NA	YKR066C
11033	chrXI	567208	567238	-	YKR066C	NA
11034	chrXI	570754	570799	-	NA	YKR068C
11035	chrXI	570857	570918	-	YKR068C	YKR068C
11036	chrXI	575984	576034	-	YKR071C	NA
11037	chrXI	578087	578216	-	YKR072C	YKR072C
11038	chrXI	578261	578314	-	YKR072C	YKR073C
11039	chrXI	578652	578707	-	YKR073C	NA
11040	chrXI	580120	580199	-	NA	YKR075C
11041	chrXI	580785	580811	-	YKR075C	NA
11042	chrXI	580876	580940	-	YKR075C	NA
11043	chrXI	581040	581042	-	YKR075C	NA
11044	chrXI	581725	581760	-	NA	NA
11045	chrXI	584771	584783	-	NA	NA
11046	chrXI	589517	589572	-	YKR079C	NA
11047	chrXI	592550	592569	-	YKR081C	NA
11048	chrXI	596849	596913	-	YKR083C	NA
11049	chrXI	598900	598942	-	YKR084C	NA
11050	chrXI	599675	599706	-	YKR085C	NA
11051	chrXI	603698	603699	-	NA	YKR087C
11052	chrXI	603815	603892	-	NA	YKR087C
11053	chrXI	604187	604259	-	YKR087C	NA
11054	chrXI	605411	605445	-	YKR088C	NA
11055	chrXI	605857	605876	-	YKR088C	YKR089C
11056	chrXI	608417	608444	-	YKR089C	NA
11057	chrXI	610819	610916	-	NA	NA
11058	chrXI	610991	610994	-	NA	NA
11059	chrXI	611090	611263	-	NA	NA
11060	chrXI	613883	613944	-	YKR092C	NA
11061	chrXI	614611	614720	-	YKR092C	NA
11062	chrXI	615427	615471	-	NA	NA
11063	chrXI	618226	618355	-	NA	YKR094C
11064	chrXI	618761	618784	-	YKR094C	NA
11065	chrXI	626489	626599	-	NA	NA
11066	chrXI	626779	626784	-	NA	NA
11067	chrXI	626884	626965	-	NA	NA
11068	chrXI	631979	632000	-	NA	NA
11069	chrXI	635291	635327	-	YKR098C	NA
11070	chrXI	640316	640342	-	YKR100C	NA
11071	chrXI	650323	650342	-	NA	NA
11072	chrXI	658579	658600	-	NA	NA
11073	chrXII	10780	10805	-	YLL066C	NA
11074	chrXII	15987	16041	-	YLL063C	YLL010C
11075	chrXII	16362	16390	-	YLL063C	NA
11076	chrXII	17611	17683	-	YLL062C	NA
11077	chrXII	20856	20922	-	NA	NA
11078	chrXII	21633	21671	-	NA	YLL018C
11079	chrXII	21764	21833	-	YLL060C	YLL018C
11080	chrXII	22270	22287	-	YLL060C	NA
11081	chrXII	22656	22726	-	NA	YLL018C-A
11082	chrXII	23177	23227	-	YLL059C	NA
11083	chrXII	26007	26082	-	NA	YLL019C
11084	chrXII	26424	26472	-	NA	YLL019C
11085	chrXII	26613	26667	-	NA	YLL019C
11086	chrXII	27008	27013	-	YLL057C	NA
11087	chrXII	28026	28059	-	NA	YLL020C
11088	chrXII	28346	28356	-	YLL056C	NA
11089	chrXII	28452	28465	-	YLL056C	NA
11090	chrXII	28855	28892	-	YLL056C	NA
11091	chrXII	29246	29266	-	YLL056C	NA
11092	chrXII	29470	29527	-	NA	NA
11093	chrXII	29588	29636	-	NA	NA
11094	chrXII	30896	30902	-	NA	NA
11095	chrXII	34496	34502	-	NA	YLL022C
11096	chrXII	35213	35271	-	YLL054C	NA
11097	chrXII	36361	36402	-	YLL052C	NA
11098	chrXII	39334	39364	-	NA	YLL030C
11099	chrXII	39489	39547	-	YLL051C	NA
11100	chrXII	40425	40439	-	YLL050C	NA
11101	chrXII	46272	46289	-	YLL048C	NA
11102	chrXII	46433	46458	-	YLL048C	NA
11103	chrXII	46806	46893	-	NA	YLL034C
11104	chrXII	46995	47093	-	NA	YLL034C
11105	chrXII	47529	47535	-	YLL046C	NA
11106	chrXII	48080	48086	-	NA	YLL036C
11107	chrXII	48180	48188	-	NA	YLL036C
11108	chrXII	48305	48520	-	NA	YLL036C
11109	chrXII	48643	48652	-	YLL045C	NA
11110	chrXII	49594	49594	-	YLL045C	NA
11111	chrXII	52616	52650	-	YLL042C	NA
11112	chrXII	53975	54008	-	YLL041C	NA
11113	chrXII	63736	63764	-	YLL040C	NA
11114	chrXII	64823	64885	-	NA	YLL041C
11115	chrXII	64982	64986	-	NA	YLL041C
11116	chrXII	65184	65205	-	YLL039C	YLL041C
11117	chrXII	65295	65345	-	YLL039C	NA
11118	chrXII	66521	66561	-	YLL038C	NA
11119	chrXII	68254	68295	-	YLL036C	NA
11120	chrXII	73178	73209	-	YLL034C	NA
11121	chrXII	76807	76844	-	YLL032C	NA
11122	chrXII	80251	80272	-	YLL031C	NA
11123	chrXII	83663	83673	-	NA	NA
11124	chrXII	85913	85925	-	NA	NA
11125	chrXII	93191	93234	-	NA	NA
11126	chrXII	93937	93950	-	NA	NA
11127	chrXII	96270	96291	-	NA	YLL052C
11128	chrXII	96516	96527	-	NA	YLL052C
11129	chrXII	96741	96745	-	NA	YLL052C
11130	chrXII	97110	97346	-	NA	YLL052C
11131	chrXII	97515	97567	-	YLL024C	NA
11132	chrXII	98344	98376	-	NA	YLL053C
11133	chrXII	98512	98566	-	NA	YLL053C
11134	chrXII	98852	98893	-	YLL023C	NA
11135	chrXII	100138	100231	-	YLL022C	YLL054C
11136	chrXII	100562	100588	-	YLL022C	NA
11137	chrXII	107947	108023	-	YLL019C	NA
11138	chrXII	108138	108250	-	YLL019C	NA
11139	chrXII	108332	108403	-	YLL019C	NA
11140	chrXII	108973	109030	-	YLL018C-A	NA
11141	chrXII	111592	111638	-	YLL018C	NA
11142	chrXII	114286	114317	-	NA	NA
11143	chrXII	114610	114623	-	NA	NA
11144	chrXII	122476	122476	-	NA	YLL062C
11145	chrXII	123556	123578	-	NA	YLL062C
11146	chrXII	124956	125024	-	YLL013C	NA
11147	chrXII	125785	125811	-	NA	NA
11148	chrXII	129893	129896	-	NA	YLL063C
11149	chrXII	130788	130855	-	YLL010C	NA
11150	chrXII	131437	131481	-	YLL009C	NA
11151	chrXII	136346	136402	-	YLL007C	NA
11152	chrXII	146380	146441	-	NA	NA
11153	chrXII	150665	150700	-	NA	NA
11154	chrXII	153978	154018	-	YLR001C	NA
11155	chrXII	156351	156400	-	YLR002C	NA
11156	chrXII	157706	157773	-	YLR003C	NA
11157	chrXII	158573	158668	-	NA	YLR004C
11158	chrXII	159659	159686	-	YLR004C	NA
11159	chrXII	159787	159816	-	YLR004C	NA
11160	chrXII	163980	164081	-	YLR006C	NA
11161	chrXII	166144	166194	-	YLR008C	NA
11162	chrXII	167807	167815	-	YLR010C	NA
11163	chrXII	168749	168814	-	YLR010C	NA
11164	chrXII	169474	169481	-	NA	NA
11165	chrXII	174994	175032	-	YLR014C	NA
11166	chrXII	177414	177463	-	YLR016C	NA
11167	chrXII	179317	179471	-	NA	YLR018C
11168	chrXII	179633	179691	-	YLR018C	NA
11169	chrXII	183391	183455	-	YLR020C	NA
11170	chrXII	184544	184558	-	NA	YLR022C
11171	chrXII	184901	184952	-	YLR022C	NA
11172	chrXII	185146	185148	-	YLR022C	NA
11173	chrXII	187226	187326	-	YLR023C	NA
11174	chrXII	193077	193160	-	NA	YLR024C
11175	chrXII	193258	193322	-	YLR024C	YLR024C
11176	chrXII	193449	193477	-	YLR024C	NA
11177	chrXII	196470	196584	-	YLR026C	NA
11178	chrXII	197298	197298	-	NA	YLR027C
11179	chrXII	197636	197638	-	NA	YLR027C
11180	chrXII	198103	198125	-	YLR027C	NA
11181	chrXII	201341	201507	-	YLR028C	NA
11182	chrXII	201599	201612	-	YLR028C	NA
11183	chrXII	202271	202328	-	NA	YLR029C
11184	chrXII	202611	202614	-	YLR029C	NA
11185	chrXII	204717	204730	-	NA	NA
11186	chrXII	211325	211354	-	NA	YLR034C
11187	chrXII	212097	212150	-	YLR034C	NA
11188	chrXII	212563	212606	-	NA	YLR035C
11189	chrXII	213579	213633	-	NA	YLR035C
11190	chrXII	214458	214495	-	YLR035C	NA
11191	chrXII	222120	222203	-	YLR036C	NA
11192	chrXII	223992	224004	-	YLR037C	NA
11193	chrXII	224525	224590	-	NA	NA
11194	chrXII	225198	225259	-	YLR038C	NA
11195	chrXII	228495	228539	-	NA	YLR039C
11196	chrXII	229342	229376	-	NA	YLR040C
11197	chrXII	229477	229538	-	NA	YLR040C
11198	chrXII	229638	229740	-	YLR040C	NA
11199	chrXII	230370	230416	-	NA	YLR042C
11200	chrXII	230471	230549	-	YLR042C	NA
11201	chrXII	231085	231207	-	YLR042C	NA
11202	chrXII	232032	232067	-	YLR043C	NA
11203	chrXII	232754	232865	-	NA	YLR044C
11204	chrXII	232917	233133	-	NA	YLR044C
11205	chrXII	233175	233302	-	NA	YLR044C
11206	chrXII	233334	233502	-	NA	YLR044C
11207	chrXII	233629	233565	-	NA	YLR044C
11208	chrXII	233648	234048	-	NA	YLR044C
11209	chrXII	234109	234125	-	YLR044C	NA
11210	chrXII	234501	234515	-	YLR044C	NA
11211	chrXII	237698	237802	-	YLR045C	NA
11212	chrXII	238970	238986	-	YLR046C	NA
11213	chrXII	241636	241722	-	YLR047C	NA
11214	chrXII	245157	245225	-	YLR049C	NA
11215	chrXII	245290	245371	-	YLR049C	NA
11216	chrXII	246079	246186	-	YLR050C	NA
11217	chrXII	246998	246998	-	YLR051C	NA
11218	chrXII	248438	248461	-	YLR053C	NA
11219	chrXII	249139	249227	-	NA	YLR054C
11220	chrXII	251901	251907	-	NA	YLR055C
11221	chrXII	253000	253160	-	YLR055C	NA
11222	chrXII	258858	258906	-	NA	YLR058C
11223	chrXII	259222	259311	-	NA	YLR058C
11224	chrXII	259440	259517	-	YLR058C	NA
11225	chrXII	260517	260560	-	YLR059C	YLR059C
11226	chrXII	260737	260797	-	YLR059C	NA
11227	chrXII	264612	264656	-	YLR062C	NA
11228	chrXII	265222	265300	-	NA	NA
11229	chrXII	266939	266976	-	YLR065C	NA
11230	chrXII	270784	270820	-	YLR067C	NA
11231	chrXII	273909	273956	-	YLR069C	NA
11232	chrXII	274442	274551	-	NA	YLR070C
11233	chrXII	274782	274828	-	NA	YLR070C
11234	chrXII	278627	278678	-	YLR071C	NA
11235	chrXII	281394	281420	-	NA	YLR073C
11236	chrXII	281588	281639	-	YLR073C	YLR073C
11237	chrXII	281699	281762	-	YLR073C	NA
11238	chrXII	282478	282518	-	YLR074C	NA
11239	chrXII	284138	284144	-	YLR076C	NA
11240	chrXII	286279	286326	-	NA	YLR078C
11241	chrXII	286444	286636	-	YLR078C	YLR078C
11242	chrXII	289595	289634	-	NA	NA
11243	chrXII	291689	291711	-	NA	NA
11244	chrXII	293609	293636	-	YLR082C	NA
11245	chrXII	295993	296017	-	NA	YLR083C
11246	chrXII	296116	296244	-	YLR083C	NA
11247	chrXII	300245	300411	-	YLR084C	NA
11248	chrXII	301974	302023	-	YLR085C	NA
11249	chrXII	307382	307395	-	NA	YLR087C
11250	chrXII	315854	315939	-	YLR087C	NA
11251	chrXII	319282	319283	-	NA	YLR089C
11252	chrXII	319625	319672	-	NA	YLR089C
11253	chrXII	319982	320063	-	YLR089C	NA
11254	chrXII	320203	320350	-	YLR089C	NA
11255	chrXII	320733	320767	-	YLR089C	NA
11256	chrXII	322776	322848	-	NA	NA
11257	chrXII	322905	322920	-	NA	NA
11258	chrXII	324031	324052	-	NA	NA
11259	chrXII	325189	325222	-	NA	NA
11260	chrXII	327444	327503	-	YLR093C	NA
11261	chrXII	328665	328688	-	NA	YLR094C
11262	chrXII	329243	329318	-	YLR094C	NA
11263	chrXII	332131	332157	-	YLR095C	NA
11264	chrXII	337285	337346	-	YLR097C	NA
11265	chrXII	339465	339479	-	YLR098C	YLR098C
11266	chrXII	339617	339671	-	YLR098C	NA
11267	chrXII	340008	340049	-	NA	YLR099C
11268	chrXII	340946	341027	-	YLR099C	NA
11269	chrXII	343248	343269	-	YLR101C	YLR102C
11270	chrXII	343568	343642	-	NA	YLR102C
11271	chrXII	343743	343799	-	YLR102C	NA
11272	chrXII	345969	346037	-	YLR103C	NA
11273	chrXII	347357	347368	-	NA	YLR105C
11274	chrXII	347598	347756	-	NA	YLR105C
11275	chrXII	348180	348232	-	YLR105C	NA
11276	chrXII	348601	348637	-	YLR105C	NA
11277	chrXII	351006	351018	-	NA	YLR106C
11278	chrXII	363831	363890	-	YLR106C	NA
11279	chrXII	366119	366154	-	NA	NA
11280	chrXII	368174	368262	-	YLR108C	NA
11281	chrXII	368378	368380	-	YLR108C	NA
11282	chrXII	370133	370144	-	YLR110C	NA
11283	chrXII	370265	370278	-	YLR110C	NA
11284	chrXII	370350	370411	-	YLR110C	NA
11285	chrXII	371094	371112	-	YLR110C	NA
11286	chrXII	372613	372613	-	NA	NA
11287	chrXII	377250	377321	-	YLR114C	NA
11288	chrXII	384350	384404	-	NA	YLR117C
11289	chrXII	384534	384572	-	YLR117C	YLR117C
11290	chrXII	385408	385457	-	YLR118C	NA
11291	chrXII	385787	385825	-	YLR118C	NA
11292	chrXII	387318	387347	-	NA	YLR120C
11293	chrXII	387443	387554	-	NA	YLR120C
11294	chrXII	387954	388016	-	NA	YLR120C
11295	chrXII	388309	388333	-	YLR120C	NA
11296	chrXII	388617	388657	-	YLR120C	NA
11297	chrXII	389055	389092	-	NA	YLR121C
11298	chrXII	390278	390317	-	YLR121C	NA
11299	chrXII	391647	391716	-	YLR123C	NA
11300	chrXII	395550	395618	-	YLR126C	NA
11301	chrXII	396649	396682	-	NA	YLR127C
11302	chrXII	396972	396999	-	NA	YLR127C
11303	chrXII	398362	398389	-	YLR127C	NA
11304	chrXII	403305	403318	-	NA	YLR130C
11305	chrXII	403650	403676	-	NA	YLR130C
11306	chrXII	404133	404257	-	YLR130C	NA
11307	chrXII	407020	407078	-	YLR131C	NA
11308	chrXII	408140	408224	-	YLR132C	NA
11309	chrXII	413419	413419	-	NA	NA
11310	chrXII	415299	415401	-	NA	NA
11311	chrXII	415531	415603	-	NA	NA
11312	chrXII	416688	416724	-	YLR136C	NA
11313	chrXII	418045	418083	-	NA	NA
11314	chrXII	423269	423269	-	NA	YLR139C
11315	chrXII	423471	423504	-	YLR139C	NA
11316	chrXII	423853	423938	-	YLR139C	NA
11317	chrXII	424546	424599	-	NA	NA
11318	chrXII	431692	431745	-	NA	YLR144C
11319	chrXII	432012	432036	-	YLR144C	YLR144C
11320	chrXII	433377	433529	-	NA	YLR146C
11321	chrXII	433725	433770	-	YLR146C	NA
11322	chrXII	433914	433960	-	YLR146C	NA
11323	chrXII	434455	434501	-	YLR147C	NA
11324	chrXII	438002	438022	-	NA	YLR149C
11325	chrXII	439876	439914	-	YLR149C	NA
11326	chrXII	441635	441659	-	NA	NA
11327	chrXII	442724	442760	-	YLR151C	NA
11328	chrXII	444193	444224	-	NA	YLR152C
11329	chrXII	444301	444328	-	NA	YLR152C
11330	chrXII	444724	444848	-	YLR152C	NA
11331	chrXII	445076	445090	-	YLR152C	NA
11332	chrXII	445982	446032	-	NA	YLR153C
11333	chrXII	446108	446143	-	NA	YLR153C
11334	chrXII	447596	447643	-	YLR153C	NA
11335	chrXII	448323	448410	-	YLR154C	NA
11336	chrXII	449592	449634	-	NA	NA
11337	chrXII	454272	454273	-	NA	NA
11338	chrXII	455179	455186	-	NA	NA
11339	chrXII	455318	455321	-	NA	NA
11340	chrXII	456305	456305	-	NA	NA
11341	chrXII	457157	457195	-	NA	NA
11342	chrXII	459900	459950	-	NA	NA
11343	chrXII	460186	460206	-	NA	NA
11344	chrXII	461609	461620	-	NA	NA
11345	chrXII	461732	461735	-	NA	NA
11346	chrXII	463286	463286	-	YLR154C-G	NA
11347	chrXII	464376	464376	-	NA	NA
11348	chrXII	466317	466318	-	NA	NA
11349	chrXII	486632	486635	-	NA	YLR160C
11350	chrXII	490963	490979	-	NA	NA
11351	chrXII	493267	493287	-	YLR163C	NA
11352	chrXII	493945	493971	-	YLR163C	NA
11353	chrXII	494195	494216	-	YLR163C	NA
11354	chrXII	494896	494913	-	NA	YLR165C
11355	chrXII	495238	495281	-	YLR165C	YLR165C
11356	chrXII	498052	498109	-	YLR166C	NA
11357	chrXII	498545	498586	-	YLR166C	NA
11358	chrXII	498727	498775	-	YLR166C	NA
11359	chrXII	500291	500325	-	YLR168C	NA
11360	chrXII	500787	500870	-	NA	YLR170C
11361	chrXII	501070	501096	-	YLR170C	NA
11362	chrXII	502169	502199	-	YLR172C	NA
11363	chrXII	503012	503055	-	YLR172C	NA
11364	chrXII	505811	505816	-	NA	NA
11365	chrXII	510175	510206	-	NA	YLR176C
11366	chrXII	510738	510760	-	YLR176C	NA
11367	chrXII	513832	513917	-	YLR178C	NA
11368	chrXII	514357	514391	-	NA	YLR179C
11369	chrXII	514764	514796	-	YLR179C	NA
11370	chrXII	517692	517764	-	YLR181C	NA
11371	chrXII	522026	522093	-	YLR183C	NA
11372	chrXII	524687	524741	-	NA	NA
11373	chrXII	532899	532941	-	NA	YLR189C
11374	chrXII	534437	534474	-	YLR189C	NA
11375	chrXII	535659	535672	-	NA	NA
11376	chrXII	537810	537832	-	NA	NA
11377	chrXII	539138	539184	-	NA	YLR192C
11378	chrXII	539325	539358	-	NA	YLR192C
11379	chrXII	539627	539654	-	YLR192C	NA
11380	chrXII	540552	540603	-	YLR193C	NA
11381	chrXII	540995	541076	-	YLR193C	YLR194C
11382	chrXII	541201	541213	-	NA	YLR194C
11383	chrXII	541269	541340	-	NA	YLR194C
11384	chrXII	541388	541422	-	NA	YLR194C
11385	chrXII	541569	541605	-	YLR194C	NA
11386	chrXII	541698	541852	-	YLR194C	NA
11387	chrXII	542422	542422	-	NA	YLR195C
11388	chrXII	543296	543342	-	YLR195C	NA
11389	chrXII	548801	548851	-	YLR199C	NA
11390	chrXII	549934	549971	-	NA	YLR201C
11391	chrXII	550272	550345	-	YLR201C	YLR202C
11392	chrXII	551504	551549	-	NA	YLR203C
11393	chrXII	552016	552062	-	YLR203C	NA
11394	chrXII	553708	553804	-	YLR205C	NA
11395	chrXII	554190	554235	-	YLR205C	NA
11396	chrXII	561036	561048	-	NA	YLR209C
11397	chrXII	561535	561610	-	NA	YLR209C
11398	chrXII	561714	561766	-	YLR209C	NA
11399	chrXII	563824	563844	-	NA	YLR211C
11400	chrXII	564301	564354	-	NA	YLR211C
11401	chrXII	564525	564591	-	YLR211C	NA
11402	chrXII	565872	565948	-	NA	YLR212C
11403	chrXII	566281	566334	-	YLR212C	NA
11404	chrXII	566739	566770	-	YLR212C	YLR213C
11405	chrXII	567896	567922	-	YLR213C	YLR213C
11406	chrXII	571624	571687	-	NA	YLR215C
11407	chrXII	571876	571919	-	YLR215C	NA
11408	chrXII	572955	572963	-	NA	YLR216C
11409	chrXII	573222	573245	-	YLR216C	NA
11410	chrXII	573332	573425	-	YLR216C	NA
11411	chrXII	573765	573819	-	NA	YLR218C
11412	chrXII	579045	579078	-	YLR221C	NA
11413	chrXII	581778	581808	-	YLR222C	NA
11414	chrXII	585058	585134	-	NA	YLR223C
11415	chrXII	585468	585512	-	YLR223C	YLR223C
11416	chrXII	585794	585848	-	YLR223C	NA
11417	chrXII	588790	588858	-	NA	YLR225C
11418	chrXII	588934	588990	-	YLR225C	NA
11419	chrXII	591198	591260	-	NA	YLR227C
11420	chrXII	592217	592233	-	YLR227C	NA
11421	chrXII	592360	592425	-	YLR227C	NA
11422	chrXII	600232	600244	-	NA	YLR228C
11423	chrXII	600895	600921	-	NA	YLR228C
11424	chrXII	602521	602553	-	YLR228C	NA
11425	chrXII	602655	602728	-	YLR228C	NA
11426	chrXII	603767	603871	-	NA	NA
11427	chrXII	603951	603993	-	NA	NA
11428	chrXII	604806	604864	-	YLR229C	NA
11429	chrXII	604968	605023	-	YLR229C	NA
11430	chrXII	606516	606582	-	NA	YLR231C
11431	chrXII	606897	606937	-	NA	YLR231C
11432	chrXII	607084	607181	-	YLR231C	YLR231C
11433	chrXII	609531	609570	-	YLR233C	NA
11434	chrXII	612785	612842	-	YLR236C	NA
11435	chrXII	614511	614584	-	NA	NA
11436	chrXII	617316	617336	-	YLR239C	NA
11437	chrXII	620783	620793	-	NA	NA
11438	chrXII	623916	623979	-	YLR242C	NA
11439	chrXII	626336	626375	-	YLR244C	NA
11440	chrXII	626928	626983	-	YLR245C	NA
11441	chrXII	628914	628971	-	NA	YLR247C
11442	chrXII	633313	633381	-	YLR247C	NA
11443	chrXII	642335	642396	-	NA	NA
11444	chrXII	644785	644832	-	NA	YLR254C
11445	chrXII	644943	644968	-	YLR254C	YLR254C
11446	chrXII	644999	645082	-	YLR254C	NA
11447	chrXII	646237	646280	-	YLR255C	NA
11448	chrXII	650725	650821	-	NA	NA
11449	chrXII	656794	656794	-	NA	NA
11450	chrXII	657550	657575	-	NA	NA
11451	chrXII	657816	657816	-	NA	NA
11452	chrXII	660611	660630	-	NA	NA
11453	chrXII	663812	663814	-	NA	YLR259C
11454	chrXII	664030	664135	-	NA	YLR259C
11455	chrXII	664346	664441	-	NA	YLR259C
11456	chrXII	665034	665057	-	YLR259C	NA
11457	chrXII	665506	665615	-	YLR259C	NA
11458	chrXII	666314	666349	-	NA	NA
11459	chrXII	668643	668786	-	YLR261C	YLR262C
11460	chrXII	668931	668972	-	YLR262C	NA
11461	chrXII	669680	669714	-	YLR262C-A	NA
11462	chrXII	669949	669982	-	YLR262C-A	NA
11463	chrXII	672434	672595	-	NA	NA
11464	chrXII	672773	672795	-	NA	NA
11465	chrXII	675453	675550	-	YLR265C	YLR265C
11466	chrXII	676775	676821	-	NA	YLR266C
11467	chrXII	677463	677691	-	NA	YLR266C
11468	chrXII	677727	677751	-	YLR266C	NA
11469	chrXII	679940	679992	-	NA	NA
11470	chrXII	680876	680890	-	NA	YLR269C
11471	chrXII	683379	683402	-	NA	NA
11472	chrXII	687228	687299	-	YLR272C	NA
11473	chrXII	690713	690745	-	NA	YLR273C
11474	chrXII	691202	691321	-	YLR273C	NA
11475	chrXII	696876	696930	-	YLR276C	NA
11476	chrXII	699642	699658	-	YLR277C	NA
11477	chrXII	702680	702708	-	NA	YLR278C
11478	chrXII	704017	704128	-	YLR278C	NA
11479	chrXII	704965	705001	-	YLR281C	NA
11480	chrXII	707065	707136	-	YLR284C	NA
11481	chrXII	708172	708253	-	NA	YLR285C-A
11482	chrXII	709194	709477	-	NA	YLR286C
11483	chrXII	709746	709802	-	NA	YLR286C
11484	chrXII	710364	710378	-	YLR286C	NA
11485	chrXII	712125	712151	-	YLR287C	NA
11486	chrXII	712906	712989	-	NA	YLR287C-A
11487	chrXII	713158	713204	-	YLR287C-A	NA
11488	chrXII	713835	713839	-	NA	YLR288C
11489	chrXII	714865	714959	-	YLR288C	NA
11490	chrXII	717433	717459	-	NA	YLR290C
11491	chrXII	717489	717585	-	NA	YLR290C
11492	chrXII	717976	718004	-	YLR290C	YLR290C
11493	chrXII	719492	719527	-	YLR291C	NA
11494	chrXII	720200	720221	-	NA	YLR292C
11495	chrXII	720384	720419	-	YLR292C	NA
11496	chrXII	721028	721253	-	NA	YLR293C
11497	chrXII	721449	721513	-	YLR293C	NA
11498	chrXII	722393	722424	-	YLR295C	NA
11499	chrXII	724340	724370	-	NA	NA
11500	chrXII	724660	724689	-	NA	NA
11501	chrXII	725421	725447	-	YLR298C	NA
11502	chrXII	728284	728300	-	YLR299C-A	NA
11503	chrXII	728680	728727	-	YLR299C-A	NA
11504	chrXII	730978	731028	-	NA	NA
11505	chrXII	731760	731760	-	NA	NA
11506	chrXII	737587	737591	-	YLR304C	NA
11507	chrXII	743881	743915	-	YLR305C	NA
11508	chrXII	744989	745024	-	NA	NA
11509	chrXII	747173	747180	-	YLR307C-A	NA
11510	chrXII	751211	751244	-	NA	YLR309C
11511	chrXII	751778	751817	-	YLR309C	NA
11512	chrXII	756987	757026	-	YLR310C	NA
11513	chrXII	757124	757156	-	YLR310C	NA
11514	chrXII	758425	758437	-	NA	YLR312C
11515	chrXII	758933	759032	-	YLR312C	NA
11516	chrXII	762365	762409	-	YLR313C	NA
11517	chrXII	764168	764216	-	YLR314C	NA
11518	chrXII	766335	766414	-	YLR316C	NA
11519	chrXII	771682	771750	-	YLR319C	NA
11520	chrXII	777859	777905	-	YLR321C	NA
11521	chrXII	778979	778988	-	YLR323C	NA
11522	chrXII	781387	781405	-	YLR325C	NA
11523	chrXII	781822	781892	-	YLR325C	NA
11524	chrXII	783473	783475	-	YLR327C	NA
11525	chrXII	787370	787451	-	NA	NA
11526	chrXII	792629	792651	-	NA	NA
11527	chrXII	793012	793033	-	NA	NA
11528	chrXII	795209	795212	-	NA	NA
11529	chrXII	796136	796222	-	NA	YLR333C
11530	chrXII	796355	796375	-	YLR333C	NA
11531	chrXII	796456	796478	-	YLR333C	NA
11532	chrXII	802018	802057	-	NA	YLR336C
11533	chrXII	802402	802462	-	YLR336C	NA
11534	chrXII	804233	804235	-	NA	YLR337C
11535	chrXII	804714	804756	-	NA	YLR337C
11536	chrXII	805144	805199	-	YLR337C	NA
11537	chrXII	805447	805628	-	YLR337C	NA
11539	chrXII	808449	808491	-	NA	NA
11540	chrXII	808638	808741	-	NA	NA
11541	chrXII	808819	808938	-	NA	NA
11542	chrXII	809200	809229	-	NA	NA
11543	chrXII	818429	818461	-	NA	NA
11544	chrXII	822640	822801	-	YLR346C	NA
11545	chrXII	826460	826593	-	YLR347C	NA
11546	chrXII	827393	827622	-	NA	YLR348C
11547	chrXII	827880	827945	-	YLR348C	NA
11548	chrXII	828251	828289	-	YLR348C	NA
11549	chrXII	828332	828385	-	YLR348C	NA
11550	chrXII	829908	829911	-	NA	YLR351C
11551	chrXII	830367	830392	-	YLR351C	NA
11552	chrXII	833407	833483	-	NA	NA
11553	chrXII	833596	833689	-	NA	NA
11554	chrXII	837118	837174	-	NA	YLR354C
11555	chrXII	837364	837417	-	YLR354C	NA
11556	chrXII	838209	838242	-	NA	YLR355C
11557	chrXII	838311	838661	-	NA	YLR355C
11558	chrXII	838691	838764	-	NA	YLR355C
11559	chrXII	838843	838982	-	NA	YLR355C
11560	chrXII	839091	839205	-	NA	YLR355C
11561	chrXII	839319	839337	-	YLR355C	NA
11562	chrXII	849117	849155	-	YLR361C	NA
11563	chrXII	849553	849572	-	YLR361C	YLR361C-A
11564	chrXII	849682	849714	-	YLR361C-A	NA
11565	chrXII	853194	853249	-	YLR363C	NA
11566	chrXII	853809	853831	-	YLR363C	NA
11567	chrXII	854323	854376	-	NA	NA
11568	chrXII	854869	854903	-	NA	NA
11569	chrXII	855240	855333	-	NA	NA
11570	chrXII	855589	855592	-	NA	YLR364C-A
11571	chrXII	862291	862305	-	YLR370C	NA
11572	chrXII	871377	871394	-	YLR373C	NA
11573	chrXII	871938	872001	-	YLR374C	NA
11574	chrXII	873569	873622	-	YLR376C	NA
11575	chrXII	874275	874299	-	NA	YLR377C
11576	chrXII	876157	876158	-	NA	YLR378C
11577	chrXII	876352	876352	-	NA	YLR378C
11578	chrXII	876817	876863	-	NA	YLR378C
11579	chrXII	877360	877399	-	YLR378C	NA
11580	chrXII	880177	880177	-	NA	NA
11581	chrXII	884770	884837	-	YLR382C	NA
11582	chrXII	884999	885058	-	YLR382C	NA
11583	chrXII	892866	892894	-	YLR384C	YLR384C
11584	chrXII	893410	893428	-	YLR385C	NA
11585	chrXII	897715	897769	-	YLR387C	NA
11586	chrXII	902613	902730	-	YLR389C	YLR389C
11587	chrXII	903370	903396	-	YLR389C	NA
11588	chrXII	906417	906487	-	YLR392C	NA
11589	chrXII	906795	906813	-	YLR392C	NA
11590	chrXII	909996	910041	-	YLR395C	NA
11591	chrXII	912348	912367	-	YLR396C	NA
11592	chrXII	914577	914585	-	NA	YLR397C
11593	chrXII	914890	914931	-	YLR397C	NA
11594	chrXII	919037	919059	-	YLR398C	NA
